Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax
Eastern Sorceror	Cold-Normal	100	16	359	3	1	25	252	merca222	merca241	1500	120	300	12	150	6	49	10	40	8	15	12	1	7	4	25	7	25	7	25	7	25	7	strhirespecial6	10	Frozen Armor	7	999	0	2	10	Frost Nova	7	30	0	4	10	Glacial Spike	7	30	0	4	10	Blizzard	7	0	0	4	10	Frozen Orb	7	0	0	0	0	Cold Mastery	10	0	0	0	0	5	15	2	50000
Eastern Sorceror	Cold-Normal	100	16	359	3	1	50	252	merca222	merca241	1500	120	525	21	282	15	92	10	74	8	423	24	18	24	4	85	7	85	7	85	7	85	7	strhirespecial6	10	Frozen Armor	7	999	0	13	10	Frost Nova	7	30	0	14	10	Glacial Spike	7	30	0	14	10	Blizzard	7	30	0	14	10	Frozen Orb	7	30	4	8	10	Cold Mastery	10	0	0	0	0	5	15	2	50000
Eastern Sorceror	Cold-Normal	100	16	359	3	1	77	252	merca222	merca241	1500	120	1131	30	720	30	130	10	104	8	1143	36	33	39	4	138	4	138	4	138	4	138	4	strhirespecial6	10	Frozen Armor	7	999	0	23	10	Frost Nova	7	30	0	24	10	Glacial Spike	7	30	0	24	10	Blizzard	7	30	0	24	10	Frozen Orb	7	30	4	18	10	Cold Mastery	10	0	0	6	32	5	15	2	50000
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	25	252	merca222	merca241	1000	110	300	12	150	6	49	10	40	8	15	12	1	7	4	25	7	25	7	25	7	25	7	strhirespecial5	10	Charged Bolt	7	30	0	2	10	Static Field	7	30	0	4	10	Lightning	7	30	0	4	10	Nova	7	0	0	4	10	Chain Lightning	7	0	0	0	0	Lightning Mastery	10	0	0	0	0	5	15	2	50000
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	50	252	merca222	merca241	1000	110	525	21	282	15	92	10	74	8	423	24	18	24	4	85	7	85	7	85	7	85	7	strhirespecial5	10	Charged Bolt	7	30	0	13	10	Static Field	7	30	0	14	10	Lightning	7	30	0	14	10	Nova	7	30	0	14	10	Chain Lightning	7	30	4	8	10	Lightning Mastery	10	0	0	0	0	5	15	2	50000
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	77	252	merca222	merca241	1000	110	1131	30	720	30	130	10	104	8	1143	36	33	39	4	138	4	138	4	138	4	138	4	strhirespecial5	10	Charged Bolt	7	30	0	23	10	Static Field	7	30	0	24	10	Lightning	7	30	0	24	10	Nova	7	30	0	24	10	Chain Lightning	7	30	4	18	10	Lightning Mastery	10	0	0	6	32	5	15	2	50000
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	50	252	merca222	merca241	9500	120	471	21	252	15	88	10	70	8	381	24	16	22	4	82	7	82	7	82	7	82	7	strhirespecial7	10	Fire Bolt	7	30	0	13	10	Fire Ball	7	30	0	14	10	Fire Wall	7	30	0	14	10	Meteor	7	30	0	14	10	Hydra	7	30	4	8	10	Fire Mastery	10	0	0	0	0	5	15	2	50000
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	77	252	merca222	merca241	9500	120	1080	30	690	30	126	10	100	8	1101	36	31	37	4	135	4	135	4	135	4	135	4	strhirespecial7	10	Fire Bolt	7	30	0	23	10	Fire Ball	7	30	0	24	10	Fire Wall	7	30	0	24	10	Meteor	7	30	0	24	10	Hydra	7	30	4	18	10	Fire Mastery	10	0	0	6	32	5	15	2	50000
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	50	252	merca222	merca241	12000	130	471	21	252	15	88	10	70	8	381	24	16	22	4	82	7	82	7	82	7	82	7	strhirespecial6	10	Frozen Armor	7	999	0	13	10	Frost Nova	7	30	0	14	10	Glacial Spike	7	30	0	14	10	Blizzard	7	30	0	14	10	Frozen Orb	7	30	4	8	10	Cold Mastery	10	0	0	0	0	5	15	2	50000
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	77	252	merca222	merca241	12000	130	1080	30	690	30	126	10	100	8	1101	36	31	37	4	135	4	135	4	135	4	135	4	strhirespecial6	10	Frozen Armor	7	999	0	23	10	Frost Nova	7	30	0	24	10	Glacial Spike	7	30	0	24	10	Blizzard	7	30	0	24	10	Frozen Orb	7	30	4	18	10	Cold Mastery	10	0	0	6	32	5	15	2	50000
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	50	252	merca222	merca241	10000	120	471	21	252	15	88	10	70	8	381	24	16	22	4	82	7	82	7	82	7	82	7	strhirespecial5	10	Charged Bolt	7	30	0	13	10	Static Field	7	30	0	14	10	Lightning	7	30	0	14	10	Nova	7	30	0	14	10	Chain Lightning	7	30	4	8	10	Lightning Mastery	10	0	0	0	0	5	15	2	50000
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	77	252	merca222	merca241	10000	120	1080	30	690	30	126	10	100	8	1101	36	31	37	4	135	4	135	4	135	4	135	4	strhirespecial5	10	Charged Bolt	7	30	0	23	10	Static Field	7	30	0	24	10	Lightning	7	30	0	24	10	Nova	7	30	0	24	10	Chain Lightning	7	30	4	18	10	Lightning Mastery	10	0	0	6	32	5	15	2	50000
Eastern Sorceror	Fire-Hell	100	21	359	3	3	77	252	merca222	merca241	21000	130	972	30	624	30	122	10	96	8	991	36	29	35	4	132	4	132	4	132	4	132	4	strhirespecial7	10	Fire Bolt	7	30	0	23	10	Fire Ball	7	30	0	24	10	Fire Wall	7	30	0	24	10	Meteor	7	30	0	24	10	Hydra	7	30	4	18	10	Fire Mastery	10	0	0	6	32	5	15	2	50000
Eastern Sorceror	Cold-Hell	100	22	359	3	3	77	252	merca222	merca241	27000	140	972	30	624	30	122	10	96	8	991	36	29	35	4	132	4	132	4	132	4	132	4	strhirespecial6	10	Frozen Armor	7	999	0	23	10	Frost Nova	7	30	0	24	10	Glacial Spike	7	30	0	24	10	Blizzard	7	30	0	24	10	Frozen Orb	7	30	4	18	10	Cold Mastery	10	0	0	6	32	5	15	2	50000
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	77	252	merca222	merca241	21000	130	972	30	624	30	122	10	96	8	991	36	29	36	4	132	4	132	4	132	4	132	4	strhirespecial5	10	Charged Bolt	7	30	0	23	10	Static Field	7	30	0	24	10	Lightning	7	30	0	24	10	Nova	7	30	0	24	10	Chain Lightning	7	30	4	18	10	Lightning Mastery	10	0	0	6	32	5	15	2	50000
Barbarian	1hs-Normal	0	24	561	5	1	38	515	MercX101	MercX167	9000	120	324	15	204	6	101	15	63	10	150	17	16	20	6	56	7	56	7	56	7	56	7		50	Bash	5	15	0	4	10	Stun	5	15	0	3	8																									5	15	2	50000
Barbarian	1hs-Normal	0	24	561	5	1	55	515	MercX101	MercX167	9000	120	546	24	312	24	128	15	81	10	388	27	27	31	8	81	7	81	7	81	7	81	7		50	Bash	5	50	0	9	10	Stun	5	50	0	7	8																									5	15	2	50000
Barbarian	1hs-Normal	0	24	561	5	1	85	515	MercX101	MercX167	9000	120	1326	39	1056	45	190	15	123	10	1279	37	60	64	8	139	4	139	4	139	4	139	4		50	Bash	5	75	0	20	0	Stun	5	75	0	16	0																									5	15	2	50000
Barbarian	1hs-Normal	0	25	561	5	1	38	515	MercX101	MercX167	9000	120	324	15	204	6	101	15	63	10	150	17	16	20	6	56	7	56	7	56	7	56	7		50	Bash	5	15	0	4	10	Stun	5	15	0	3	8																									5	15	2	50000
Barbarian	1hs-Normal	0	25	561	5	1	55	515	MercX101	MercX167	9000	120	546	24	312	24	128	15	81	10	388	27	27	31	8	81	7	81	7	81	7	81	7		50	Bash	5	50	0	9	10	Stun	5	50	0	7	8																									5	15	2	50000
Barbarian	1hs-Normal	0	25	561	5	1	85	515	MercX101	MercX167	9000	120	1326	39	1056	45	190	15	123	10	1279	37	60	64	8	139	4	139	4	139	4	139	4		50	Bash	5	75	0	20	0	Stun	5	75	0	16	0																									5	15	2	50000
Barbarian	1hs-Nightmare	0	26	561	5	2	55	515	MercX101	MercX167	18000	130	492	24	282	24	125	15	76	10	349	27	25	29	8	78	7	78	7	78	7	78	7		50	Bash	5	50	0	8	10	Stun	5	50	0	6	8																									5	15	2	50000
Barbarian	1hs-Nightmare	0	26	561	5	2	85	515	MercX101	MercX167	18000	130	1272	39	1023	45	187	15	118	10	1240	37	58	62	8	136	4	136	4	136	4	136	4		50	Bash	5	75	0	19	0	Stun	5	75	0	15	0																									5	15	2	50000
Barbarian	1hs-Nightmare	0	27	561	5	2	55	515	MercX101	MercX167	18000	130	492	24	282	24	125	15	76	10	349	27	25	29	8	78	7	78	7	78	7	78	7		50	Bash	5	50	0	8	10	Stun	5	50	0	6	8																									5	15	2	50000
Barbarian	1hs-Nightmare	0	27	561	5	2	85	515	MercX101	MercX167	18000	130	1272	39	1023	45	187	15	118	10	1240	37	58	62	8	136	4	136	4	136	4	136	4		50	Bash	5	75	0	19	0	Stun	5	75	0	15	0																									5	15	2	50000
Barbarian	1hs-Hell	0	28	561	5	3	85	515	MercX101	MercX167	32000	140	1143	39	921	45	184	15	113	10	1116	37	56	60	8	133	4	133	4	133	4	133	4		50	Bash	5	70	0	18	0	Stun	5	70	0	14	0																									5	15	2	50000
Barbarian	1hs-Hell	0	29	561	5	3	85	515	MercX101	MercX167	32000	140	1143	39	921	45	184	15	113	10	1116	37	56	60	8	133	4	133	4	133	4	133	4		50	Bash	5	70	0	18	0	Stun	5	70	0	14	0																									5	15	2	50000
Barbarian	1hs-Normal	100	24	561	5	1	38	515	MercX101	MercX167	9000	120	445	21	324	12	101	15	63	10	150	20	16	20	6	56	7	56	7	56	7	56	7		50	Bash	5	15	0	4	10	Stun	5	15	0	3	8	Battle Orders1	4	999	0	1	10	Battle Cry	4	0	0	0	0	War Cry	4	0	0	0	0							5	15	2	50000
Barbarian	1hs-Normal	100	24	561	5	1	61	515	MercX101	MercX167	9000	120	930	30	540	39	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	Bash	5	50	0	14	10	Stun	5	50	0	11	8	Battle Orders1	4	999	0	11	10	Battle Cry	4	25	0	8	10	War Cry	4	0	0	0	0							5	15	2	11111
Barbarian	1hs-Normal	100	24	561	5	1	84	515	MercX101	MercX167	9000	120	1599	51	1407	57	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Bash	5	75	0	21	0	Stun	5	75	0	17	0	Battle Orders1	4	999	0	21	10	Battle Cry	4	25	0	18	16	War Cry	4	25	10	12	32							5	15	2	11111
Barbarian	1hs-Normal	100	25	561	5	1	38	515	MercX101	MercX167	9000	120	445	21	324	12	101	15	63	10	150	20	16	20	6	56	7	56	7	56	7	56	7		50	Bash	5	15	0	4	10	Stun	5	15	0	3	8	Battle Orders1	4	999	0	1	10	Battle Cry	4	0	0	0	0	War Cry	4	0	0	0	0							5	15	2	11111
Barbarian	1hs-Normal	100	25	561	5	1	61	515	MercX101	MercX167	9000	120	930	30	540	39	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	Bash	5	50	0	14	10	Stun	5	50	0	11	8	Battle Orders1	4	999	0	11	10	Battle Cry	4	25	0	8	10	War Cry	4	0	0	0	0							5	15	2	11111
Barbarian	1hs-Normal	100	25	561	5	1	84	515	MercX101	MercX167	9000	120	1599	51	1407	57	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	Bash	5	75	0	21	0	Stun	5	75	0	17	0	Battle Orders1	4	999	0	21	10	Battle Cry	4	25	0	18	16	War Cry	4	25	10	12	32							5	15	2	11111
Barbarian	1hs-Nightmare	100	26	561	5	2	61	515	MercX101	MercX167	18000	130	840	30	486	39	155	15	96	10	675	35	37	41	8	106	7	106	7	106	7	106	7		50	Bash	5	50	0	13	10	Stun	5	50	0	10	8	Battle Orders1	4	999	0	11	10	Battle Cry	4	25	0	8	10	War Cry	4	0	0	0	0							5	15	2	66666
Barbarian	1hs-Nightmare	100	26	561	5	2	84	515	MercX101	MercX167	18000	130	1506	51	1353	57	197	15	124	10	1445	45	59	63	8	145	4	145	4	145	4	145	4		50	Bash	5	75	0	20	0	Stun	5	75	0	16	0	Battle Orders1	4	999	0	21	10	Battle Cry	4	25	0	18	16	War Cry	4	25	10	12	32							5	15	2	66666
Barbarian	1hs-Nightmare	100	27	561	5	2	61	515	MercX101	MercX167	18000	130	840	30	486	39	155	15	96	10	675	35	37	41	8	106	7	106	7	106	7	106	7		50	Bash	5	50	0	13	10	Stun	5	50	0	10	8	Battle Orders1	4	999	0	11	10	Battle Cry	4	25	0	8	10	War Cry	4	0	0	0	0							5	15	2	66666
Barbarian	1hs-Nightmare	100	27	561	5	2	84	515	MercX101	MercX167	18000	130	1506	51	1353	57	197	15	124	10	1445	45	59	63	8	145	4	145	4	145	4	145	4		50	Bash	5	75	0	20	0	Stun	5	75	0	16	0	Battle Orders1	4	999	0	21	10	Battle Cry	4	25	0	18	16	War Cry	4	25	10	12	32							5	15	2	66666
Barbarian	1hs-Hell	100	28	561	5	3	84	515	MercX101	MercX167	32000	140	1356	51	1218	57	194	15	119	10	1301	45	57	61	8	142	4	142	4	142	4	142	4		50	Bash	5	70	0	19	0	Stun	5	70	0	15	0	Battle Orders1	4	999	0	21	10	Battle Cry	4	25	0	18	16	War Cry	4	25	10	12	32							5	15	2	42000
Barbarian	1hs-Hell	100	29	561	5	3	84	515	MercX101	MercX167	32000	140	1356	51	1218	57	194	15	119	10	1301	45	57	61	8	142	4	142	4	142	4	142	4		50	Bash	5	70	0	19	0	Stun	5	70	0	15	0	Battle Orders1	4	999	0	21	10	Battle Cry	4	25	0	18	16	War Cry	4	25	10	12	32							5	15	2	40000
